"videoId","title","author","viewCount","likes","dislikes","tags","lengthSeconds","ImageClasses","TextDensity","Liveliness","SubjectSize","BGLightingRatio","Brightness","BGColorSimplicity","VoiceFrequencies","NonVoiceFrequencies","IsEducational"
"sGutui0K3hM","UniNettuno - Fondamenti di Informatica 1 - Lezione 22","SamOfNettuno",3225,4,0,"[""ingegneria"",""uninettuno"",""fondamenti"",""informatica""]",3149,"{""harmonica"":0.8300656,""book_jacket"":0.80236423,""envelope"":0.5683009,""marimba"":0.9008961,""grand_piano"":0.5634193,""screen"":0.6468556,""monitor"":0.57015663,""menu"":0.75210047,""cash_machine"":0.57720387,""balance_beam"":0.52242947,""web_site"":0.8675925}","0.0519622041385448","3.702114984140558","0.19952319919712647","0.3399282156049049","149.28550299294142","0.6884565051557224","6.4759640346247584","0.6319647431373596",1
"mcVvM4nhwNs","Teorema fondamentale del calcolo integrale - Videolezione di matematica","StudentiTv",51980,234,40,"[]",424,"{""envelope"":0.66730654,""menu"":0.97480905,""web_site"":0.50966585}","0.10238939013646206","0.21546489719114853","0.11694395324417668","0.09358910223970493","243.6529944132007","0.8744908709222329","26.830667246644023","0.9894214272499084",1
"5sKah3pJnHI","Root 2 - Numberphile","Numberphile",2456716,31515,536,"[""root 2"",""square root of 2"",""root two"",""square root"",""pythagoras"",""pythogoreans"",""2 (number)"",""numberphile"",""number phile"",""number"",""numbers"",""maths"",""mathematics"",""mathematical"",""numerals"",""count"",""counting"",""james grime"",""singingbanana"",""roger bowley""]",529,"{""envelope"":0.94266295,""carton"":0.6895055,""power_drill"":0.70311797,""revolver"":0.66741765,""mortarboard"":0.60730636,""binoculars"":0.68360585,""suit"":0.5991252,""walking_stick"":0.962727,""crate"":0.49423704,""cleaver"":0.6941355,""butcher_shop"":0.76943195}","0.009954498210668773","1.5721199881335546","0.19831300409504227","0.12751141595550952","184.87128137456384","0.6013846556583208","14.025072257158424","0.8218483924865723",1
"KYG6nvG1dyw","TOP 15 MOD PIÙ BELLE DI DRAGON BALL XENOVERSE 2 - [Mod Dragon Ball Xenoverse 2]","Chroma",27256,1083,35,"[""amorhc"",""chroma"",""gohan"",""goku"",""jiren"",""dragon ball super"",""ita"",""continua"",""hd"",""sub ita"",""vegeta"",""gotenks"",""goddex"",""mod"",""modder"",""gioseph"",""giosephthegamer"",""feraz"",""victini"",""stickman"",""jicoorer"",""download"",""xenoverse 2"",""zolog"",""fandom"",""cavernadiplatone"",""dragon ball af"",""dragon ball super multiverse"",""super multiverse"",""bulma"",""beerus"",""zamasu"",""gogeta"",""vegeth"",""dragon ball"",""dragon ball gt"",""muten"",""marcos revenge"",""serious sword"",""yumi"",""minecraft"",""dragon block"",""tuberanza"",""blaziken"",""olimpiko900"",""obogul"",""fear of unknow"",""sig"",""abitante di namecc""]",906,"{""home_theater"":0.54455036,""fountain"":0.98653036,""pinwheel"":0.5032601,""axolotl"":0.47567135,""jellyfish"":0.8639123,""oscilloscope"":0.6071962,""church"":0.5396308,""sulphur-crested_cockatoo"":0.706015,""bathtub"":0.8333369,""bubble"":0.74797446,""mountain_bike"":0.4520162,""volcano"":0.4885293,""cinema"":0.7825727,""mountain_tent"":0.45249385,""television"":0.7332115,""ant"":0.93586016,""Arabian_camel"":0.70861906,""monitor"":0.83314866,""quill"":0.671799,""matchstick"":0.7810193,""envelope"":0.5006964,""theater_curtain"":0.70956653,""stage"":0.52949935,""paintbrush"":0.45696864,""web_site"":0.6608645,""spotlight"":0.55301607}","0.00022536812412584056","0.9564344390319142","0.20609165180866124","0.36522686251409725","121.89323382485202","0.48720105625696025","24.100377818542263","1.4482653141021729",0
"0s3TALpM9_c","MacBook Air 2017 Unboxing!!","Zero_terrible",240480,1188,378,"[]",129,"{""ashcan"":0.71392894,""pinwheel"":0.4808043,""street_sign"":0.84970844,""carton"":0.78833705,""crossword_puzzle"":0.78728956,""computer_keyboard"":0.57590514,""studio_couch"":0.529304,""cash_machine"":0.662775,""notebook"":0.6578173}","0.005485306074399772","3.0822505914999123","0.20488049477825002","0.08973086495568927","148.83736464974558","0.7382361030611361","58.158886117241664","7.099284648895264",0
"3DQATvwX4aI","Il Volo - Grande Amore (Spanish Version) (Official Video)","IlVoloVEVO",16894950,122236,3375,"[""IL VOLO"",""IL VOLO Music"",""IL VOLO Official Video"",""IL VOLO Video"",""IL VOLO Video Oficial"",""IL VOLO Nuevo Video"",""IL VOLO New Video"",""Grande Amore (Spanish Version)"",""Grande Amore (Spanish Version) Official Video"",""Official Video"",""Grande Amore (Spanish Version) Official Remix Video"",""Grande Amore (Spanish Version) Single"",""Single"",""IL VOLO New Single"",""IL VOLO Single"",""IL VOLO Song"",""Grande Amore (Spanish Version) new song"",""Grande"",""Amore"",""(Spanish"",""Version)""]",227,"{""fountain"":0.96427166,""violin"":0.7590367,""sax"":0.45421195,""academic_gown"":0.6449834,""upright"":0.7450184,""cello"":0.6650483,""butcher_shop"":0.6880644,""crossword_puzzle"":0.47024804,""theater_curtain"":0.87628645,""stage"":0.9329185,""grand_piano"":0.6228274,""picket_fence"":0.5737693,""suit"":0.72914463,""steel_drum"":0.9203946,""volcano"":0.48491305,""microphone"":0.81111866,""shower_curtain"":0.5216094,""spotlight"":0.5415871}","0.0038018669460085385","1.4318157398255071","0.20589632820612708","0.8220889422619868","57.044165099907545","0.7307661046615389","116.21560506884488","7.252545356750488",0
"MeqZ7ILKoQo","Cultura europea - Le Istituzioni dell'Unione Europea - uninettuno","JONICALIVE",20254,52,12,"[""sinistra"",""ecologia"",""libertà"",""riviera"",""jonica"",""messina"",""roccalumera"",""nizza"",""sicilia"",""novara"",""francavilla"",""pagliara"",""rocchenere"",""mandanici"",""fiumedinisi"",""alì"",""superiore"",""marina"",""terme"",""scaletta"",""giampilieri"",""itala"",""taormina"",""giardini"",""naxos"",""letojanni"",""castelmola"",""forza"",""d'agrò"",""santa"",""teresa"",""margherita"",""domenica"",""vittoria"",""malvagna"",""motta"",""camastra"",""mojo"",""alcantara"",""graniti"",""gaggi"",""trappitello"",""galati"",""san"",""alessio"",""siculo"",""furci"",""floresta"",""sel"",""partito"",""comunista"",""pci"",""prc"",""fed"",""pdci"",""cassino"",""frosinone"",""aversa"",""napoli"",""sudevolutionorg"",""ue""]",3559,"{""television"":0.54074997,""screen"":0.6547018,""monitor"":0.62334085,""maze"":0.85566634,""web_site"":0.9735748}","0.002190770254965502","4.714898862811678","0.2239824779249449","0.44667105197972684","92.10149302818074","0.36165103016924255","10.657668675922181","0.5927523970603943",1
"FtbiL1uwC9Y","equazioni differenziali lineari","Claudio Desiderio",2633,24,1,"[""equazioni differenziali"",""problema di Cauchy"",""equazioni differenziali del primo ordine"",""equazioni differenziali a variabili separabili"",""variabili separabili"",""equazioni differenziali lineari del primo ordine"",""Claudio Desiderio"",""matematica a colori"",""flipped classroom"",""flipped math"",""www.claudiodesiderio.wordpress.com""]",1344,"{""pay-phone"":0.6972391,""oscilloscope"":0.8766528,""monitor"":0.4866816,""menu"":0.47950742,""web_site"":0.8500662}","0.3710530588879256","2.699872663443971","0.2343785468460942","0.30942938247844964","193.8528719793556","0.7934636603864625","5.914122948158235","0.6438820958137512",1
"ARP0bpKgvVg","NEW FUSION: Goku UI and Vegeta Beyond SSB VS Zen-Oh Fusion - Dragon Ball Super Xenoverse 2 MOD","Sol Negro",2545537,23891,2628,"[""ultra instinct"",""goku last form"",""vegeta beyond ssb"",""goku ui and vegeta fusion"",""dragon ball fusions"",""goku new transformation"",""full dragon ball fusions"",""dragon ball new game"",""dragon ball news"",""dragon ball super"",""dragon ball z"",""dbs"",""dbz"",""dragon ball xenoverse 3"",""dragon ball xenoverse mods"",""xenoverse best mods"",""ultra instinto"",""dragon ball fusiones"",""sol negro"",""sol negro mods"",""super saiya blue evolution"",""ssb evolution""]",337,"{""toilet_tissue"":0.8491474,""fountain"":0.7441658,""pinwheel"":0.779136,""carton"":0.8380455,""jellyfish"":0.7084763,""trombone"":0.4743589,""carousel"":0.4862986,""maze"":0.45603526,""toyshop"":0.7825937,""basketball"":0.46235156,""bubble"":0.8994842,""missile"":0.48204595,""car_wheel"":0.9633319,""unicycle"":0.6881085,""fireboat"":0.4677998,""magnetic_compass"":0.7078282,""scoreboard"":0.79559594,""shower_curtain"":0.65229785,""vending_machine"":0.7450144,""mask"":0.80605173,""chime"":0.5549084,""coil"":0.846217,""balloon"":0.9350825,""umbrella"":0.7765886,""dishwasher"":0.56850773,""joystick"":0.46018252,""torch"":0.7663147,""monitor"":0.47827604,""sundial"":0.9539682,""beaker"":0.76333904,""balance_beam"":0.48673555,""parking_meter"":0.9430705,""bucket"":0.4993732,""envelope"":0.53594244,""stage"":0.76895916,""totem_pole"":0.7371859,""comic_book"":0.96716046,""candle"":0.85752624,""projectile"":0.6449329,""space_shuttle"":0.68494076,""spider_web"":0.56689477}","0.00000000000","4.55229066523492","0.20638891998960543","0.40196590906526286","135.3824251751317","0.6063737773962762","28.97220350852628","2.194218635559082",0
"xH5whVFwXw4","Macbook Air Unboxing 2018","Piwko",30800,343,29,"[""macbook"",""air"",""macbook air"",""apple"",""laptop""]",328,"{""harmonica"":0.8226943,""Polaroid_camera"":0.6297509,""monitor"":0.56081384,""cellular_telephone"":0.47416213,""iPod"":0.49506137,""laptop"":0.81693923,""switch"":0.9168941,""cleaver"":0.9076805,""pay-phone"":0.8568304,""paper_towel"":0.45262682,""soap_dispenser"":0.5460824,""safe"":0.66443384,""refrigerator"":0.89186174,""cash_machine"":0.884764,""notebook"":0.54517937}","0.00825507250287155","2.668068687271476","0.20051919053326644","0.3187531769355485","104.0342794120353","0.6237554738098233","82.32507785098618","4.514284133911133",0
"XMV3h9F6jq4","Il Volo - Per te ci sarò (Official Video)","IlVoloVEVO",9652674,47413,1709,"[""Il Volo Music"",""Il Volo Official Video"",""Il Volo Video"",""Il Volo Video Oficial"",""Il Volo Nuevo Video"",""Il Volo New Video"",""Per te ci saro"",""Per te ci sarò Official Video"",""Per te ci saro Official Video"",""Per te ci sarò Official Remix Video"",""Per te ci sarò Single"",""Per te ci saro Single"",""Il Volo New Single"",""Il Volo Single"",""Il Volo Song"",""Per te ci sarò new song"",""Per te ci sarò nueva canción"",""Il Volo nueva cancion"",""Il Volo sencillo"",""Il Volo nuevo sencillo""]",300,"{""groom"":0.45546943,""fountain"":0.60866845,""mountain_tent"":0.6941984,""umbrella"":0.6967836,""television"":0.5717248,""scuba_diver"":0.533981,""matchstick"":0.6147154,""geyser"":0.944749,""tripod"":0.8692822,""lakeside"":0.48658338,""jeep"":0.99782723,""candle"":0.5274272,""fur_coat"":0.73988366,""valley"":0.6851368}","0.0014809668810751178","0.930680797000726","0.21328984465422446","0.589102973690283","82.8934472611038","0.58130047833478","85.76757992383811","6.457332134246826",0
"ylJd5sUbANE","""Practice makes perfect"", and other lies we believe about learning","Eddie Woo",210986,8958,141,"[""Learning (Quotation Subject)"",""misconceptions""]",564,"{""kimono"":0.748774,""suit"":0.63363326}","0.00000000000","2.81981524026441","0.26491213425010973","0.42258292291080046","128.2754824193017","0.4042843139273163","5.535939584281736","0.5077256560325623",0
"_zCvkL0NlcM","UniNettuno - Fondamenti di Informatica 1 - Lezione 3","SamOfNettuno",21247,45,7,"[""uninettuno"",""fondamenti"",""informatica""]",2884,"{""marimba"":0.6602083,""bubble"":0.7531456,""oscilloscope"":0.9400188,""rule"":0.5175032,""slot"":0.67383736,""cash_machine"":0.79104257,""web_site"":0.645407,""notebook"":0.47321215}","0.1590479070395237","2.3921484893777456","0.2237569109433898","0.20536792097360443","101.64874574212395","0.6329604233668776","9.810042232390863","0.7466679811477661",1
"cJXcK_P-zOQ","TEOREMA DELLA MEDIA","Focaccia Matematica",752,3,0,"[]",135,"{""envelope"":0.63644004,""menu"":0.8375494}","0.006609523478834066","0.00000000000","0.166212356234867","0.17859775104991732","211.96264561427083","0.8719021844478599","17.003644440980853","1.1385630369186401",1
"480PvTx2U68","Dragon Ball Super - The Tournament Of Power In A Nutshell (Parody) [Xenoverse 2]","GOWBuuzer",203741,3123,364,"[""dragon ball"",""DBZ"",""GT"",""super"",""AF"",""movie"",""OAV"",""episode"",""goku"",""vegeta"",""frieza"",""cell"",""majin buu"",""baby"",""gogeta"",""vegito"",""zamasu"",""goku black"",""ssj rose"",""beerus"",""bills"",""whis"",""vados"",""champa"",""hit"",""jiren"",""toppo"",""dyspo"",""zeno"",""zeno-sama"",""daishinkan"",""super saiyan"",""ssj"",""god"",""blue"",""kaioken"",""ultra instinct"",""limit breaker"",""PS4"",""PC"",""xenoverse 2"",""DLC"",""PSP"",""tenkaichi tag team"",""PS2"",""budokai tenkaichi 3"",""gameplay"",""trailer"",""hack"",""mod"",""texture"",""download"",""leaked""]",375,"{""book_jacket"":0.61566424,""pinwheel"":0.6999707,""marimba"":0.7093897,""panpipe"":0.62033665,""bow"":0.5928117,""maze"":0.704568,""sundial"":0.8893769,""balance_beam"":0.74317116,""freight_car"":0.49328545,""drumstick"":0.6263127,""horizontal_bar"":0.7211983,""ski"":0.4638796,""mousetrap"":0.5526333,""stage"":0.84106135,""maypole"":0.73079985,""comic_book"":0.55367637,""sloth_bear"":0.5397576,""electric_guitar"":0.75571847,""shower_curtain"":0.60376525,""tricycle"":0.48138443,""spindle"":0.68686026,""web_site"":0.73898524,""mask"":0.710315}","0.00016704908292887566","4.206178006534646","0.20417047850153297","0.46094601441027755","129.65922461571657","0.593156135856331","69.31788024273557","5.863837718963623",0
"jwhFr5Ax3Fk","The Triple Monitor Mega MacBook!","Unbox Therapy",3507340,82068,1923,"[""unbox therapy"",""unboxtherapy"",""( ͡° ͜ʖ ͡°)"",""tech"",""technology"",""gadgets"",""gadget"",""unboxing"",""review"",""unbox"",""therapy"",""new"",""youtube"",""ten one mountie"",""mountie"",""ipad laptop"",""ipad"",""iphone"",""apple"",""macbook"",""macbook pro"",""ipad air"",""ipad pro"",""ipad air 2"",""ipad mini"",""iphone 6"",""iphone 6s"",""iphone 7"",""iphone plus"",""iphone 6s plus"",""iphone 7 plus"",""mount"",""ipad mount"",""iphone mount"",""android"",""best"",""smartphone"",""samsung"",""vs"",""6s"",""apple iphone"",""things"",""innovation"",""invention"",""inventions"",""new inventions"",""tablet"",""cool gadgets""]",222,"{""toilet_tissue"":0.62943894,""bathtub"":0.5195976,""mousetrap"":0.45075983,""power_drill"":0.5908277,""projector"":0.76734966,""desktop_computer"":0.58466274,""iron"":0.5161043,""oxygen_mask"":0.45742854,""laptop"":0.4791928,""lab_coat"":0.6286424,""notebook"":0.74157435,""switch"":0.75938886}","0.0038441598630754785","2.5285761389259713","0.19807863472396486","0.4425074168535667","106.55891838317301","0.7496763525111538","17.437311536253276","1.4552783966064453",0
"HswySJvxeuE","2018 World's Top 6 Latest Thinnest and Powerful Laptops 2018","GadgetGeeks",336245,1422,335,"[""thin laptop"",""2018 best laptop"",""2018 best hybrid laptop"",""light weight laptop"",""best gaming laptop"",""macbook"",""top 5"",""cheap gaming laptops"",""best gaming notebooks 2018"",""best gaming laptops 2018"",""gtx 1080"",""2-in-1"",""new"",""macbook pro"",""affordable gaming laptops"",""chromebook"",""best gaming laptop 2018"",""hp spectre x360"",""pc"",""hp"",""thin"",""top 10 best gaming laptops 2018"",""tech"",""technology""]",586,"{""toilet_tissue"":0.8627335,""fountain"":0.79991615,""carton"":0.70866835,""jellyfish"":0.55306095,""scuba_diver"":0.6691461,""plate_rack"":0.4526893,""limousine"":0.45622212,""bathtub"":0.45353025,""stove"":0.61363983,""modem"":0.5433064,""barbershop"":0.5948208,""notebook"":0.73681986,""book_jacket"":0.4814183,""torch"":0.5209659,""iPod"":0.76332027,""matchstick"":0.9123289,""menu"":0.5558218,""guillotine"":0.5013735,""balance_beam"":0.62692606,""geyser"":0.5219672,""cleaver"":0.5637873,""space_bar"":0.5045741,""stage"":0.723815,""loudspeaker"":0.5399335,""desktop_computer"":0.8636018,""rugby_ball"":0.7608147,""feather_boa"":0.84566885,""maillot"":0.6518258,""spotlight"":0.45167395,""web_site"":0.7822649}","0.009215221847800931","0.6790705146831517","0.18019724628712863","0.6681574598609888","107.72322294512429","0.7308841847726438","53.06284938018152","2.9654176235198975",0
"Ha18O3B6Eag","Super Mario Maker P-Break Speedrun -- Fastest Completion 472","CarlSagan42",33539,568,1,"[""Super Mario Maker"",""Speedrun""]",55,"{""chainlink_fence"":0.4789669,""oscilloscope"":0.7426942,""traffic_light"":0.8985591,""modem"":0.7486186,""volleyball"":0.56313074,""scoreboard"":0.9767268,""prison"":0.46190074,""jigsaw_puzzle"":0.47192603,""cash_machine"":0.8163422,""web_site"":0.5027747}","0.00777926525610462","3.650445235617542","0.19199317818050374","0.33081802545040073","97.28377055258692","0.6253856296468404","2.0925368720768187","0.14470873773097992",0
"N3N1OgyT9_4","UniNettuno - Fondamenti di Informatica 1 - Lezione 15","SamOfNettuno",13838,21,4,"[""ingegneria"",""uninettuno"",""fondamenti"",""informatica""]",3452,"{""book_jacket"":0.6463989,""envelope"":0.84894764,""stage"":0.5328461,""screen"":0.55148464,""monitor"":0.63665754,""brass"":0.88642186,""iPod"":0.48049283,""cash_machine"":0.5942411}","0.031248184150529802","4.199504565430046","0.18714390940211165","0.36585268081440003","108.37462709814119","0.7271829269886073","5.815225978913503","0.6832472085952759",1
"2I-_SV8cwsw","integration by parts, DI method, VERY EASY","blackpenredpen",153503,3665,69,"[""Another way to set up the integration by parts"",""integral of x^2*sin(3x)"",""integral of x^4*ln(x)"",""integral of e^x*sin(x)"",""integration by parts"",""IBP"",""DI methods"",""easiest integration by parts"",""blackpenredpen"",""steve chow at pierce college"",""Tabular Integration"",""integral of e^u*sin(u)"",""integral of e^x*sinx"",""easy integration by parts"",""ibp"",""blackpenredpn"",""bprp integrals"",""blackpenredpen differential equations""]",1018,"{""pay-phone"":0.502435,""bathtub"":0.58697486}","0.0054563052955880625","3.8151887991228457","0.21616756168046886","0.3398453409031648","162.0416270683717","0.6908758498587392","6.573336405596964","0.4719683527946472",1
"bB52e6N8kjU","7 Best Laptop Accessories & Gadgets 2018 You Must Have","Tech Mooz",293911,3146,324,"[""Laptop Gadgets"",""Laptop Accessories"",""Laptop Stand"",""OmniHub"",""MacBook Laptop"",""Windows laptop"",""Laptop"",""Laptops"",""MOBICASE"",""laptop bag"",""VISTAR"",""The Moose"",""Moose"",""X6"",""Power Bank"",""CoreBook"",""Workstation Bag""]",690,"{""plane"":0.58765936,""sliding_door"":0.8218619,""dam"":0.60412,""military_uniform"":0.47336644,""projector"":0.651792,""modem"":0.49186245,""streetcar"":0.54429436,""vault"":0.5976437,""shoe_shop"":0.80412716,""notebook"":0.73300666,""passenger_car"":0.69225085,""printer"":0.49346188,""dumbbell"":0.6785703,""Polaroid_camera"":0.53631884,""geyser"":0.91253483,""seat_belt"":0.5161126,""promontory"":0.6060197,""swab"":0.4998516,""theater_curtain"":0.662703,""remote_control"":0.7224922,""desktop_computer"":0.5326482,""minibus"":0.5833138,""suit"":0.7741404,""refrigerator"":0.5840354,""digital_clock"":0.8275581,""marimba"":0.58270407,""sarong"":0.4702591,""lab_coat"":0.95746046,""Loafer"":0.62153465,""switch"":0.58402896,""patio"":0.5613786,""pier"":0.5308183,""space_heater"":0.88133496,""vacuum"":0.8855314,""planetarium"":0.93311834,""obelisk"":0.79675734,""unicycle"":0.6459649,""park_bench"":0.582651,""picket_fence"":0.7599718,""cash_machine"":0.46611777,""wallet"":0.6099474,""shopping_basket"":0.56960535,""monitor"":0.57333684,""abaya"":0.6900082,""hatchet"":0.7520801,""turnstile"":0.5744021,""mailbag"":0.48670918,""backpack"":0.97842944,""iron"":0.51623577,""spotlight"":0.6137506}","0.02511232252161225","1.426794272174453","0.18373299667758064","0.34115741434897207","132.81023071686153","0.7219529678404812","30.873247538760875","1.7965999841690063",0
"WqmbA5k-_Eo","2018 MacBook Air Review/Is it worth it?","Talk Time",23001,124,43,"[""macbookair"",""2018macbook"",""apple"",""talktime"",""newmacbook2018""]",334,"{""paper_towel"":0.5648569,""remote_control"":0.64154446,""modem"":0.47828135,""bannister"":0.62576956,""toaster"":0.6411089,""seat_belt"":0.5127995,""notebook"":0.5934474}","0.002607202083823122","0.9429514127619126","0.16221695730657112","0.21913546835664638","145.2834251346937","0.8055876211689631","11.787111937529012","0.4846247732639313",0
"-EtHF5ND3_s","Riemann's paradox:     pi = infinity minus infinity","Mathologer",2177726,26015,1567,"[""Mathologer"",""Mathematics"",""Math"",""Maths"",""paradox"",""Riemann"",""Riemann rearrangement theorem"",""infinity"",""infinite series"",""regrouping"",""associative"",""commutative"",""pi""]",718,"{""accordion"":0.5558616,""Sealyham_terrier"":0.51907045,""jersey"":0.5151138,""rule"":0.6079118,""slide_rule"":0.7383921,""abaya"":0.6953412}","0.04226877797564908","0.8719366690813205","0.19946400387806615","0.2608443993308159","206.2878350750808","0.6947842308877479","13.194594902971904","0.7607670426368713",1
"u1EmWNY8km0","This is What Happens When You Sleep on The Competition","KoiandDragon",9542,151,12,"[""pokemon omega ruby and alpha sapphire"",""pokemon omega ruby and alpha sapphire battle"",""pokemon omega ruby battle"",""pokemon alpha sapphire battle"",""pokemon oras battle"",""wifi omega ruby"",""wifi alpha sapphire"",""pokemon oras"",""pokemon"",""KoiandDragon"",""wifi pokemon battles"",""wifi pokemon battles oras"",""Pokémon (TV Program)"",""Pokémon (Video Game Series)"",""Pokémon Omega Ruby And Alpha Sapphire"",""Pokémon (Brand)""]",1425,"{""monitor"":0.67962223,""slot"":0.90850586,""scoreboard"":0.9508871,""web_site"":0.5645413,""vending_machine"":0.86226267}","0.00024462411944371385","4.858809608813884","0.233013538186413","0.18049895257656268","134.6433098215434","0.4478634723293064","5.141303863228202","0.43093961477279663",0
"Q9Ybl-8S6-4","Metodi di Integrazione Numerica","francesco petracca",3812,15,1,"[""Integrazione Numerica""]",425,"{""envelope"":0.4811505,""menu"":0.54750043}","0.24642090182989554","0.7699508213799847","0.17303053541550473","0.1176532452831027","242.95860377161176","0.9273107143309842","34.274584043476835","2.7195568084716797",1
"FQkaH5ppFek","Takagi & Ketra - L'esercito del selfie ft. Lorenzo Fragola, Arisa","TakagiKetraVEVO",100553979,394816,60937,"[""Columbia"",""L'esercito del selfie"",""Pop"",""Takagi \u0026 Ketra feat. Lorenzo Fragola"",""Arisa""]",254,"{""spatula"":0.46406075,""fountain"":0.5421512,""television"":0.5723709,""throne"":0.45626768,""torch"":0.7261613,""abaya"":0.862484,""lab_coat"":0.7694026,""butcher_shop"":0.75311226,""kimono"":0.7467122,""swab"":0.48518932,""vacuum"":0.69306904,""candle"":0.5738573,""paintbrush"":0.65842426,""oboe"":0.48329815,""picket_fence"":0.7972879,""suit"":0.8195716,""wardrobe"":0.7777671,""pajama"":0.45290214,""shower_curtain"":0.72877574,""microphone"":0.6408723,""bow_tie"":0.9329186,""crutch"":0.79857904,""shoe_shop"":0.4908253,""mosquito_net"":0.5852558}","0.0012758485283907365","1.2960763477143786","0.2054007161458331","0.1516206994666212","123.37354906063985","0.8495081948578052","66.06173684157396","6.014468193054199",0
"HbNYuOTaYFs","I Bought The $80 Starbucks Mug...","Dave Lee",621174,17154,1264,"[""Dave2D"",""Review"",""dave lee"",""mug"",""cup"",""coffee cup"",""coffee mug"",""ceramic mug"",""ember"",""starbucks"",""heater"",""phone app"",""hot mug"",""starbucks mug"",""starbucks coffee mug"",""best ceramic mug"",""best coffee mug""]",403,"{""remote_control"":0.5640062,""coffee_mug"":0.53659415,""hair_spray"":0.5823493,""iPod"":0.98126286,""web_site"":0.93948954,""ping-pong_ball"":0.8614718}","0.0036584846258864794","3.0705010647191076","0.227578070881823","0.06617822685747124","161.3072845122436","0.637443278738916","21.81773076182087","1.2860554456710815",0
"nJ539VsNq2s","2018 Top 6 Best Laptops to Buy in 2018","GadgetGeeks",1991807,7487,2392,"[""dell xps 13"",""best laptop 2018"",""best chromebook"",""best of"",""asus zenbook"",""best laptop"",""top 5"",""best laptops"",""acer"",""asus"",""digital trends"",""technology"",""news"",""zenbook"",""tech"",""2018"",""laptops 2018"",""top 5 laptops"",""best laptops 2018"",""best gaming laptop"",""laptops under $1000"",""best laptops in 2018"",""hp""]",549,"{""digital_clock"":0.6376416,""fountain"":0.66976583,""punching_bag"":0.9395718,""oscilloscope"":0.69843763,""lampshade"":0.5117457,""barbell"":0.7063485,""maze"":0.60470724,""perfume"":0.6070396,""lab_coat"":0.5589497,""kimono"":0.49766254,""pick"":0.64656794,""radiator"":0.5326558,""stove"":0.5028814,""picket_fence"":0.84633946,""volcano"":0.63149416,""notebook"":0.7900319,""joystick"":0.48324397,""iPod"":0.54943293,""matchstick"":0.9240684,""balance_beam"":0.5367154,""cleaver"":0.4556732,""analog_clock"":0.5053301,""envelope"":0.7464527,""swing"":0.45247433,""theater_curtain"":0.6639757,""stage"":0.89411765,""loudspeaker"":0.52696,""turnstile"":0.7631668,""desktop_computer"":0.69124454,""rugby_ball"":0.5832393,""suit"":0.52762246,""shoji"":0.48899263,""maillot"":0.653793,""spotlight"":0.5008217}","0.016322782014111407","1.1576326774475931","0.184425155390285","0.7217825635482981","106.4031798677835","0.7276295442997046","40.9243016704776","2.354435682296753",0
"Z49hXoN4KWg","sqrt(i)","blackpenredpen",287423,6620,343,"[""sqrt(i)"",""sqrt(i) as a complex number"",""i^(1/2)"",""www.blackpenredpen.com"",""blackpenredpen"",""math for fun""]",541,"{""stage"":0.575228,""dumbbell"":0.6272053,""torch"":0.656271,""barbell"":0.7495916,""parallel_bars"":0.59106445,""balance_beam"":0.6542623,""horizontal_bar"":0.5568028}","0.00143617257239159","0.06279501739628657","0.22687974186931573","0.13250946567270078","130.95532226176354","0.7671555219866221","14.189308321246479","1.2464805841445923",1
"U8O8R8-XRmQ","Ali-A's Minecraft Challenge: most wood collected - Guinness World Records","Guinness World Records",1657243,13313,3937,"[""60th Anniversary"",""guinness world records"",""guinnes"",""guiness"",""book"",""world record"",""breakers"",""setters"",""amazing"",""fastest"",""tallest man"",""shortest"",""most spiders"",""female legs"",""stretchiest skin"",""parallel parking"",""Ali-A"",""Alastair Aliken"",""Minecraft"",""Mojang"",""Record"",""Console"",""Video Game (Industry)"",""Video Game Console (Invention)"",""Gaming"",""Gamer"",""Gamer's Edition"",""gameplay""]",288,"{""digital_clock"":0.4763641,""birdhouse"":0.9963601,""book_jacket"":0.49033684,""carton"":0.49474394,""umbrella"":0.59733236,""container_ship"":0.46956405,""oscilloscope"":0.9760094,""panpipe"":0.6137804,""hamper"":0.6265856,""menu"":0.8610235,""stupa"":0.53247976,""pay-phone"":0.5911597,""patio"":0.7107537,""street_sign"":0.7723983,""swing"":0.5229804,""stage"":0.8511318,""comic_book"":0.55462074,""traffic_light"":0.67981434,""scoreboard"":0.4910559,""picket_fence"":0.85418206}","0.04513644873312656","3.8426866451161645","0.21988329587200334","0.5758579749383009","97.15635931759948","0.6254250753254711","18.89634200297995","1.9331281185150146",0
"YQGotj43PqM","teorema della media DIMOSTRAZIONE","mariano di mauro",251,3,0,"[""teorema della media DIMOSTRAZIONE""]",177,"{}","0.00000000000","3.209308350275433","0.18351846799676672","0.18928440580610567","204.8031296847439","0.8057642563198117","18.523604069411135","1.0013960599899292",1
"HxOusn13fqE","Il Volo - Canzone per te","IlVoloVEVO",15639037,66138,2877,"[""Columbia"",""Il Volo"",""Canzone Italiana"",""Canzone per te""]",236,"{""television"":0.5351723,""suit"":0.54910547}","0.002651742406204969","0.00483307115274583","0.19430251119010014","0.7303946057472873","39.185532671389595","0.7287946061249344","116.0912563124016","6.932948112487793",0
